namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin
KOTA MANADO,MARHANY VICTOR POLY PUA_7171080672140019_PASFOTO 4X6.jpg,Partai Golongan Karya,199836,3,"Ir. MARHANY VICTOR POLY PUA, M.A",Laki-Laki
MINAHASA SELATAN,Pas Poto 4 x 6.jpg,Partai Golongan Karya,203784,4,ADRIAN JOPIE PARUNTU,Laki-Laki
KOTA KOTAMOBAGU,JELANTIK.jpg,Partai Golongan Karya,201161,5,Drs. Hi. DJELANTIK MOKODOMPIT,Laki-Laki
KEPULAUAN SANGIHE,HERMIN RIRISWATI DPR RI 4X6 WARNA.jpg,Partai Golongan Karya,200719,6,Dra. HERMIN RIRISWATI,Perempuan
JAKARTA PUSAT,10. Pas Photo 4 x 6.jpg,Partai Golongan Karya,157105,1,H. MUHIDIN MOHAMMAD SAID,Laki-Laki
SIGI,NURMAWATI_7210010674040033_PASFOTO4X6.jpg,Partai Golongan Karya,200369,2,"NURMAWATI DEWI BANTILAN, S.E., M.H.",Perempuan
JAKARTA BARAT,foto 4x6.jpg,Partai Golongan Karya,201324,3,"SUKRISNANTO SETJOADI, M.A., Sc.",Laki-Laki
JAKARTA UTARA,Foto 4x6 Wisnu Wahyudin Pettalolo_3172010258900033.jpg,Partai Golongan Karya,200449,4,WISNU WAHYUDIN PETTALOLO,Laki-Laki
KOTA TANGERANG SELATAN,10. Pas Foto 4x6.jpg,Partai Golongan Karya,201160,5,FRANSISCA RISTRIA JAYA,Perempuan
KOTA MAKASSAR,AGUSTINA_HAYATI_DUPA_MELAHA_7371010723180001_PASFOTO_4X6.jpg,Partai Golongan Karya,221674,6,"AGUSTINA HAYATI DUPA MELAHA, S.T.",Perempuan
KOTA PALU,FOTO 4X6.jpg,Partai Golongan Karya,230703,7,"SUPRIANUS KANDOLIA, S.H",Laki-Laki
JAKARTA SELATAN,Hamka B Kady_3174090260570003_Pasfoto 4x6.jpg,Partai Golongan Karya,84481,1,"Drs. HAMKA B. KADY, M.S.",Laki-Laki
KOTA TANGERANG SELATAN,ERNAWATI TAHANG_3674050532210001_PASPHOTO 4X6.jpeg,Partai Golongan Karya,189420,2,"ERNAWATI TAHANG, S.E",Perempuan
JAKARTA TIMUR,"HAKIM KAMARUDDI N, SH_PAS FOTO 4X6.jpg",Partai Golongan Karya,189363,3,HAKIM KAMARUDDIN,Laki-Laki
KOTA MAKASSAR,St.Diza Rasyidah-NPAPG 7371040723510010-pas poto 4x6.jpg,Partai Golongan Karya,236449,4,ST. DIZA RASYID ALI,Perempuan
JAKARTA UTARA,MOESTAPA M.RADJA PAS FOTO 4X6 EDIT.jpg,Partai Golongan Karya,189467,5,MOESTAPA MR,Laki-Laki
JAKARTA TIMUR,FOTO.jpg,Partai Golongan Karya,189439,6,"Dr.dr. ULLA NUCHRAWATY, M.M.",Perempuan
KOTA MAKASSAR,8. Pas Foto 4 x 6.jpg,Partai Golongan Karya,189471,7,HOIST ZULKARNAIN BACHTIAR,Laki-Laki
JAKARTA PUSAT,RISMAN--PAS FOTO.jpeg,Partai Golongan Karya,189462,8,MUHAMMAD RISMAN PASIGAI,Laki-Laki
JAKARTA SELATAN,ANDI RIO IDRIS_3174080260480045_PASFOTO 4X6.jpg,Partai Golongan Karya,159444,1,"H. ANDI RIO IDRIS PADJALANGI, S.H., M.Kn.",Laki-Laki
JAKARTA SELATAN,9. Fhoto ANh 4 x 6.jpg,Partai Golongan Karya,221618,2,"H.A.NURSYAM HALID, S.Si",Laki-Laki
KOTA PARE PARE,PAS FOTO.jpg,Partai Golongan Karya,190432,3,"HJ ERNA RASYID TAUFAN, S.E., M.Pd",Perempuan
JAKARTA SELATAN,Syamsul Bachri - FOTO.jpg,Partai Golongan Karya,157651,4,"SYAMSUL BACHRI, M.Sc.",Laki-Laki
JAKARTA UTARA,Foto 4x6 MUH YASIR.jpg,Partai Golongan Karya,190713,5,"MUH YASIR, S.E., M.M",Laki-Laki
PANGKAJENE DAN KEPULAUAN,RISMAYANI_7310040707920022_PASFOTO 4X6.jpg,Partai Golongan Karya,190553,6,HJ. RISMAYANI,Perempuan
KOTA MAKASSAR,PAS POTO 4X6.JPG,Partai Golongan Karya,190616,7,"SUPRIANSA, S.H., M.H",Laki-Laki
JAKARTA PUSAT,PAS FOTO.JPG,Partai Golongan Karya,272368,8,"ILHAM NOER PUTRI, S.H",Perempuan
BONE,YASIR MACHMUD Pasfoto 4X6.JPG,Partai Golongan Karya,293725,9,"YASIR MACHMUD, S.E",Laki-Laki
KOTA TANGERANG SELATAN,10. ANDI FAUZIAH PUJIWATIE_PAS FOTO 4X6.JPG,Partai Golongan Karya,156172,1,"drg. HJ. ANDI FAUZIAH PUJIWATIE HATTA, S.K.G.",Perempuan
KOTA BEKASI,ABDILLAH NATSIR.jpg,Partai Golongan Karya,222333,2,Ir. ABDILLAH NATSIR,Laki-Laki
KOTA MAKASSAR,FOTO.jpg,Partai Golongan Karya,271625,3,Dra. ANDI ASTUTY ATTAS,Perempuan
JAKARTA PUSAT,4. EMIR BARAMULI M.B.A.jpg,Partai Golongan Karya,190841,4,"EMIR BARAMULI, M.B.A",Laki-Laki
JAKARTA SELATAN,HASRUL_3174080260470068_PASFOTO 4X6.jpg,Partai Golongan Karya,190560,5,"HASRUL, S.E",Laki-Laki
JAKARTA PUSAT,ALBERTIEN ENANG PIRADE_3171080258820053_PASFOTO 4X6 BETUL.jpg,Partai Golongan Karya,190857,6,"ALBERTIEN ENANG PIRADE, S.E., M.Sc",Perempuan
LUWU UTARA,FOTO 4X6_Muhammad Fauzi.JPG,Partai Golongan Karya,190352,7,"MUHAMMAD FAUZI, S.E",Laki-Laki
JAKARTA SELATAN,Ir.RIDWAN BAE_3174080260480006 _PAS FOTO 4X6.jpg,Partai Golongan Karya,157914,1,"Ir. RIDWAN, BAE",Laki-Laki
MANOKWARI,AMIN NGABALIN_FOTO 4X6.jpg,Partai Golongan Karya,295322,2,AMIN NGABALIN,Laki-Laki
KOTA KENDARI,YULIANA.jpg,Partai Golongan Karya,207914,3,"YULIANA, S.E., M.Si",Perempuan
KOTA MAKASSAR,ABDUL RAHMAN FARISI_7371120724460013_FOTO 4X6.jpg,Partai Golongan Karya,223127,4,"ABDUL RAHMAN FARISI, S.E., M.S.E.",Laki-Laki
BOMBANA,Pas Foto Uk 4X6.jpg,Partai Golongan Karya,199784,5,"FARID BAKRI, S.Psi.",Laki-Laki
JAKARTA UTARA,9. FOTO CALEG.jpg,Partai Golongan Karya,199783,6,"LENI ANDRIANI, B.Bus., M.Com",Perempuan
JAKARTA BARAT,ROEM_KONO_3173050259650001_PASPHOTO 4X6.jpeg,Partai Golongan Karya,155795,1,Drs. ROEM KONO,Laki-Laki
KOTA GORONTALO,IDAH SYAHIDAH RUSLI HABIBIE_7571050753970038_PASFOTO 4X6.jpg,Partai Golongan Karya,202262,2,"Dra. HJ. IDAH SYAHIDAH RUSLI HABIBIE, M.H",Perempuan
JAKARTA TIMUR,ETHON_PARMAN_3175020260780068_PASPOTO 4X6.jpg,Partai Golongan Karya,201854,3,Ir. ETHON PARMAN LIHAWA,Laki-Laki
JAKARTA SELATAN,10 IBNU MUNZIR_3174060260290001_PASFOTO 4X6.jpg,Partai Golongan Karya,155332,1,"Drs. H. IBNU MUNZIR, M.AP",Laki-Laki
KOTA MAKASSAR,FOTO 4X6.JPG,Partai Golongan Karya,262900,2,FAJRIANA FATNA. FS,Perempuan
KOTA PALU,10. IMELDA LILIANA_PASFOTO 4X6.jpg,Partai Golongan Karya,246399,3,IMELDA LILIANA,Perempuan
MAMUJU TENGAH,FOTO 4X6.jpeg,Partai Golongan Karya,262762,4,"ARSAD IDRUS, S.Sos",Laki-Laki
KOTA BEKASI,10. Foto 4x6.JPG,Partai Golongan Karya,153693,1,"EDISON BETAUBUN, S.H., M,H.",Laki-Laki
JAKARTA PUSAT,RAYMOND C. SYAUTA_3171070258750033_PASFOTO 4X6.jpg,Partai Golongan Karya,200337,2,RAYMOND C. SYAUTA,Laki-Laki
JAKARTA SELATAN,"MARLEEN JEANE PETTA,SH. _3174010259920001_FOTO 4X6.jpg",Partai Golongan Karya,200080,3,"MARLEEN.J PETTA, S.H",Perempuan
JAKARTA SELATAN,VIDIA MAYASARI_3174040260160042_FOTO 4X6.jpg,Partai Golongan Karya,199790,4,"VIDIA MAYASARI, B.Sc.",Perempuan
JAKARTA PUSAT,ALIEN MUS_3171060258680007_Foto 4x6.jpg,Partai Golongan Karya,200650,1,ALIEN MUS,Perempuan
JAKARTA PUSAT,10. Hasanuddin Mochdar_3171050258640011_Foto 4 x 6.jpg,Partai Golongan Karya,200477,2,"HASANUDDIN MOCHDAR, S.H.,  Sp.N",Laki-Laki
KOTA TERNATE,SaifulBahriRuray_8271030780800129_Pasfoto 4x6-2.jpg,Partai Golongan Karya,156351,3,"Dr. SAIFUL BAHRI RURAY, S.H., M.Si.",Laki-Laki
KOTA JAYAPURA,PASKALIS KOSSAY_3171010258390001_PAS FOTO 4X6.jpg,Partai Golongan Karya,200385,1,"PASKALIS KOSSAY, S.Pd., M.M",Laki-Laki
MIMIKA,Trifena Tinal.jpg,Partai Golongan Karya,250567,2,"TRIFENA M TINAL, B.Sc",Perempuan
KOTA JAYAPURA,ELION NUMBERI_9129020794360001_PASPHOTO 4X6.jpeg,Partai Golongan Karya,154027,3,"ELION NUMBERI, S.Th.",Laki-Laki
KOTA TANGERANG SELATAN,SYAHMUD BASRI NGABALIN_3674050532220003_Foto 4x6.jpg,Partai Golongan Karya,200972,4,"SYAHMUD BASRI NGABALIN, S.T",Laki-Laki
KOTA JAYAPURA,FOTO.jpg,Partai Golongan Karya,249050,5,S. ADOLF. T. P. SIBURIAN,Laki-Laki
KOTA JAYAPURA,TUTIK KOESMINING_9171019301920013_Foto 4X6.jpg,Partai Golongan Karya,229824,6,Ir. TUTIK KOESMINING,Perempuan
BOGOR,AZIS SAMUAL_3201130262960001_PAS FOTO 4X6.JPG,Partai Golongan Karya,200574,7,"AZIS SAMUAL, S.Sos., M.Si",Laki-Laki
JAKARTA SELATAN,H.M. RUDY JUNDANI_3174020260030005_Foto 4x6.jpg,Partai Golongan Karya,261510,8,H.M. RUDY JUNDANI,Laki-Laki
SUPIORI,HULDA IDA IMBIRI_9119030793320014_Foto 4x6.jpg,Partai Golongan Karya,249091,9,"Dra. HULDA IDA IMBIRI, M.M",Perempuan
BOGOR,YAKOBUS JAGONG_3201030261700002_PAS FOTO 4X6.jpg,Partai Golongan Karya,202336,10,"YAKOBUS JAGONG, S.T.P",Laki-Laki
JAKARTA UTARA,ROBERT J KARDINAL_3172060259230001_Pas foto.jpg,Partai Golongan Karya,156747,1,"ROBERT J. KARDINAL, S.AB",Laki-Laki
KOTA SORONG,ORIGENESNAUW_9771052704630001_PASFOTO 4X6 (2).jpg,Partai Golongan Karya,200598,2,"ORIGENES NAUW, S.Pd",Laki-Laki
KOTA KEDIRI,Emy Mariyati_ 3571030511440001_Pas poto 4X6.jpg,Partai Golongan Karya,201415,3,"EMY MARIYATI, S.H",Perempuan
NUNUKAN,11 ARSYAD THALIB_6503020647240002_PASFOTO 4X6.jpg,Partai Golongan Karya,244339,1,"H. M. ARSYAD THALIB, S.E., M.Si",Laki-Laki
JAKARTA SELATAN,11 KUNTOMO JENAWI_3174100260610071_Pas Foto 4X6.JPG,Partai Golongan Karya,202187,2,"KUNTOMO JENAWI, S.E., M.M.",Laki-Laki
KOTA BANDUNG,11 AMIRAHKACA_3273140322830008_PASFOTO 4X6 1.jpg,Partai Golongan Karya,201919,3,"AMIRAH KACA, S.T., M.P.A.",Perempuan
KOTA BANDA ACEH,zaini.jpg,Partai NasDem,105528,1,"H ZAINI DJALIL, SH",Laki-Laki
PIDIE,12. Foto.jpg,Partai NasDem,123505,2,"TGK. ANWAR, S.PD., MM",Laki-Laki
KOTA BANDA ACEH,mediati.jpg,Partai NasDem,100419,3,"Hj. DRA. MEDIATI HAFNI HANUM, SH,. Mkn",Perempuan
KOTA DEPOK,9. Desi.jpg,Partai NasDem,43404,4,"DESI FITRIANI, S.Sos",Perempuan
JAKARTA PUSAT,FOTO.jpg,Partai NasDem,103205,5,IRSAN SOSIAWAN,Laki-Laki
ACEH BARAT DAYA,13. Pas Foto.jpg,Partai NasDem,103457,6,"IR. JUFRI HASANUDDIN, MM",Laki-Laki
ACEH BESAR,nurhusna.jpg,Partai NasDem,107116,7,"Dra. NURHUSNA RAZALI, M.Pd",Perempuan
JAKARTA SELATAN,11. Pas Foto Zulfan Lindan (Biru) NEW.jpg,Partai NasDem,25762,1,ZULFAN LINDAN,Laki-Laki
KOTA BANDA ACEH,MUHARUDDIN2.jpg,Partai NasDem,151706,2,MUHARUDDIN,Laki-Laki
ACEH TAMIANG,1531903504.jpg,Partai NasDem,94393,3,FATIMAH ZUHRA,Perempuan
BIREUEN,Scan Foto Efendi.jpg,Partai NasDem,94018,4,EFENDI,Laki-Laki
JAKARTA BARAT,1531904112.jpg,Partai NasDem,62130,5,"DR. IBRAHIM HASYIM SE, MM",Laki-Laki
PIDIE,FOTO_RIMA MELATI.JPG,Partai NasDem,187563,6,RIMA MELATI,Perempuan
JAKARTA SELATAN,PAS FOTO.jpg,Partai NasDem,93992,1,PRANANDA SURYA PALOH,Laki-Laki
KOTA MEDAN,Erry.jpg,Partai NasDem,123549,2,"DR. IR. H. TENGKU ERRY NURADI, M.SI",Laki-Laki
JAKARTA BARAT,latifah-hanum.jpg,Partai NasDem,182872,3,"LATIFAH HANUM SOFYAN, SE",Perempuan
KOTA DEPOK,9. Poto Edwin.jpg,Partai NasDem,133182,4,"EDWIN P. SITUMORANG, SH.,MH",Laki-Laki
KARO,Pas Foto. - PERHIASEN TRIWATY BR GINTING.jpg,Partai NasDem,120876,5,PERHIASEN TRIWATY BR GINTING,Perempuan
KOTA MEDAN,Pas Foto - FEDRIANSYAH LUBIS.jpg,Partai NasDem,180954,6,FEDRIANSYAH LUBIS,Laki-Laki
KOTA TANGERANG SELATAN,Foto.jpg,Partai NasDem,119199,7,Ir. AGUS PETRUS SIMORANGKIR,Laki-Laki
JAKARTA UTARA,"Amin, SH., MH.jpg",Partai NasDem,123460,8,"AMIN,SH,MH",Laki-Laki
KOTA GUNUNGSITOLI,titi-lestari-zebua.jpg,Partai NasDem,121006,9,TITI LESTARI ZEBUA,Perempuan
JAKARTA SELATAN,Pas Foto.jpg,Partai NasDem,117357,10,DRS. V.E. SIMANJUNTAK,Laki-Laki
JAKARTA TIMUR,Pass Foto.jpeg,Partai NasDem,38543,1,"MARTIN MANURUNG, SE, MA.",Laki-Laki
KOTA MEDAN,Pas Foto.jpg,Partai NasDem,59556,2,"SUASANA DACHI, S.H",Laki-Laki
JAKARTA SELATAN,Pass Foto.jpeg,Partai NasDem,117389,3,DELMERIA,Perempuan
JAKARTA SELATAN,Pass Foto.jpg,Partai NasDem,111115,4,H. MHD YUSUF SIREGAR,Laki-Laki
JAKARTA TIMUR,FOTO.jpg,Partai NasDem,19359,5,"Drs. CHRISTIAN ZEBUA, M.M",Laki-Laki
KOTA MEDAN,SCAN FOTO.jpg,Partai NasDem,298466,6,dr. ADE IRMA SURYANI HASIBUAN,Perempuan
TAPANULI UTARA,toranglumbantobing.jpg,Partai NasDem,146721,7,TORANG LUMBANTOBING,Laki-Laki
JAKARTA SELATAN,sanggam_hutapea.jpg,Partai NasDem,90054,8,"Ir. SANGGAM HUTAPEA, MM",Laki-Laki
KOTA MEDAN,dara.jpg,Partai NasDem,120718,9,DARA FAHRIKA,Perempuan
JAKARTA TIMUR,FOTO.jpg,Partai NasDem,12048,10,"BERLIAN RUMAPEA, SH., MH",Laki-Laki
KOTA BINJAI,FOTO.jpg,Partai NasDem,26623,1,"H.M ALI UMRI,SH,MKN",Laki-Laki
KOTA TANGERANG,nurhajizah.jpg,Partai NasDem,133273,2,"Dr. NURHAJIZAH M, SH, MH",Perempuan
KOTA BINJAI,FOTO.jpg,Partai NasDem,116452,3,"H. RUDI HARTONO BANGUN, ,S.E, MAP",Laki-Laki
JAKARTA SELATAN,Pas Foto.jpg,Partai NasDem,69580,4,"DRS. TEDDY ROBINSON SIAHAAN, MM",Laki-Laki
KOTA MEDAN,jenny_berutu.jpg,Partai NasDem,186561,5,"JENNY R  L BERUTU, SH",Perempuan
DELI SERDANG,foto Ashri.jpeg,Partai NasDem,297881,6,"ASHRI RAMADHAN BATUBARA, SH",Laki-Laki
KOTA TANGERANG,Pas Foto.jpg,Partai NasDem,111919,7,"JORDIMAN PURBA, SE",Laki-Laki
TANGERANG,anthony.JPG,Partai NasDem,103673,8,ANTHONY,Laki-Laki
KOTA MEDAN,FOTO.jpg,Partai NasDem,298038,9,"YOSSY APRIYANI S,PSI",Perempuan
KOTA MEDAN,tumpu_capa.jpg,Partai NasDem,146858,10,"TUMPU CAPAH, IR, M.Si.",Laki-Laki
KOTA PADANG,endre.jpg,Partai NasDem,17314,1,ENDRE SAIFOEL,Laki-Laki
KOTA PADANG,Syamsu Rahim.jpg,Partai NasDem,73869,2,Drs. SYAMSU RAHIM,Laki-Laki
PESISIR SELATAN,Scan.jpg,Partai NasDem,127973,3,"HJ. LISDA HENDRAJONI, SE., MMTr.",Perempuan
SOLOK SELATAN,FOTO.jpg,Partai NasDem,187647,4,SURIATI MUZNI ZAKARIA,Perempuan
KOTA PADANG,Pas Foto.jpg,Partai NasDem,187305,5,Dr. FAUZI BAHAR,Laki-Laki
KOTA SAWAHLUNTO,Foto.jpg,Partai NasDem,187458,6,DELVIA INDRA RAJUDDIN,Perempuan
KOTA SAWAHLUNTO,Pas Foto.jpg,Partai NasDem,94170,7,PUJI CHEGANA,Perempuan
KOTA BANDUNG,FOTO.jpg,Partai NasDem,174097,8,"SHOFWIM SHOFWAN, S.PSI., MBA",Laki-Laki
KOTA PADANG,FOTO.jpg,Partai NasDem,26646,1,"NILMAIZAR, S.E",Laki-Laki
KOTA PADANG,Foto hasbullah.jpg,Partai NasDem,74886,2,HASBULLAH NASUTION,Laki-Laki
JAKARTA TIMUR,merry_basil.JPG,Partai NasDem,84309,3,MERRY BASRIL,Perempuan
JAKARTA PUSAT,nudirman.jpg,Partai NasDem,92226,4,"Dr. NUDIRMAN MUNIR, SH, MH",Laki-Laki
KOTA PADANG,erizal.jpg,Partai NasDem,74382,5,"ERIZAL EFFENDI, S.H, M.H",Laki-Laki
KOTA PALEMBANG,yandriani.jpg,Partai NasDem,74806,6,"Dra. YANDRIANI, M.Si",Perempuan
KOTA PEKANBARU,Foto.jpg,Partai NasDem,187398,1,"RITA ZAHARA, SH",Perempuan
KOTA PEKANBARU,iskandar.jpg,Partai NasDem,64574,2,"Ir. ISKANDAR HOESIN, M.H",Laki-Laki
ROKAN HILIR,MALIKI.JPG,Partai NasDem,17692,3,MUHAMMAD MALIKI,Laki-Laki
KOTA SAWAHLUNTO,emilia_dewi.jpg,Partai NasDem,178824,4,EMILIA DEWI ISDIANTY,Perempuan
SIAK,alpian.jpg,Partai NasDem,180239,5,"ALPIAN, SH",Laki-Laki
KOTA PEKANBARU,img002.jpg,Partai NasDem,17696,6,ZULFAHMI,Laki-Laki
INDRAGIRI HILIR,vivien.jpg,Partai NasDem,25782,7,"VIVIEN ANJADI SUWITO, S.Pd",Perempuan
INDRAGIRI HULU,andina.jpeg,Partai NasDem,8811,1,"HJ. ANDINA GUSTIANI, S.E.",Perempuan
INDRAGIRI HILIR,indra_muclis.jpg,Partai NasDem,57290,2,"DR. INDRA MUCHLIS ADNAN, S.H.,M.H,M.M.,P.h.D",Laki-Laki
KAMPAR,FOTO.jpeg,Partai NasDem,8909,3,"DR. H.ILYAS.H.U, S.H., M.H.",Laki-Laki
JAKARTA TIMUR,9. Poto Eva.jpg,Partai NasDem,8967,4,EVA,Perempuan
KOTA BANDUNG,edward_s.jpeg,Partai NasDem,8986,5,Ir. EDWARD SIHOMBING,Laki-Laki
KOTA PEKANBARU,elmansyah.jpg,Partai NasDem,16553,6,"ELMANSYAH  T.B, S.H., M.S.I.",Laki-Laki
KOTA JAMBI,Scan.jpg,Partai NasDem,13601,1,"AGUS SUYANDI RONI, S.H., M.H.",Laki-Laki
TEBO,hamdi.jpg,Partai NasDem,8878,2,"HAMDI, S.Sos., M.M.",Laki-Laki
JAKARTA SELATAN,Shasti2.jpg,Partai NasDem,99270,3,SHASTI SARAH THALIA,Perempuan
BUNGO,FOTO.jpg,Partai NasDem,8920,4,"H. SUDIRMAN ZAINI, S.H., M.H.",Laki-Laki
BATANGHARI,HASBY DAPIL JAMBI.JPG,Partai NasDem,13623,5,"HASBI ANSHORY, S.E., M.M.",Laki-Laki
KOTA JAMBI,adelaida.jpg,Partai NasDem,8980,6,Ir. ADELAIDA,Perempuan
JAKARTA TIMUR,Albert_Simangunsong Jambi.jpg,Partai NasDem,297867,7,"Ir. ALBERT SIMANGUNSONG, MSI",Laki-Laki
KOTA JAMBI,nyimas.jpg,Partai NasDem,73788,8,NYIMAS HABIBIE,Perempuan
KOTA PALEMBANG,FOTO.jpg,Partai NasDem,87831,1,HJ. MAPHILINDA SYAHRIAL OESMAN,Perempuan
KOTA PALEMBANG,Pas Foto.jpg,Partai NasDem,88332,2,"IR.H. SARIMUDA, , MT",Laki-Laki
KOTA PALEMBANG,elianuddin.jpg,Partai NasDem,88300,3,DRS.H.ELIANUDDIN.HB,Laki-Laki
KOTA PALEMBANG,diatrisna.jpg,Partai NasDem,131267,4,"DIATRISNA, SH",Perempuan
JAKARTA SELATAN,fandi_pratama.jpg,Partai NasDem,111552,5,"MUHAMAD FANDI PRATAMA PUTRA, S. Kom.",Laki-Laki
KOTA TANGERANG SELATAN,foto bapak Ir. Bakti setiawan.jpg,Partai NasDem,88416,6,IR. BAKTI SETIAWAN SURAPATY. S.SOS. MM,Laki-Laki
JAKARTA TIMUR,9. Diah.jpg,Partai NasDem,88694,7,"DIAH TURIS KAEMIRAWATI, S.H.,M.H",Perempuan
JAKARTA SELATAN,FOTO.jpg,Partai NasDem,23979,8,"FAUZI H AMRO, M.Si.",Laki-Laki
JAKARTA TIMUR,irma_suryani.jpeg,Partai NasDem,9832,1,"IRMA SURYANI, S.E.",Perempuan
KOTA PALEMBANG,zaitun mawardi.jpg,Partai NasDem,135416,2,"ZAITUN MAWARDI YAHYA, S.H, M.Kn",Perempuan
EMPAT LAWANG,SYAHRI HANAFIAH.jpg,Partai NasDem,39008,3,"H. SYAHRIL HANAFIAH, S.IP,. MM",Laki-Laki
KOTA PALEMBANG,Zain Ismed.jpg,Partai NasDem,130955,4,M. ZAIN ISMED,Laki-Laki
KOTA PALEMBANG,perca.jpg,Partai NasDem,76820,5,"HJ. PERCHA LEANPURI, B.Bus., MBA",Perempuan
PENUKAL ABAB LEMATANG ILIR,Scan Foto.jpg,Partai NasDem,187635,6,HJ. SRI KUSTINA,Perempuan
LAHAT,FOTO_0001.jpg,Partai NasDem,187668,7,"ENDI SUWITNO, ST",Laki-Laki
KOTA PALEMBANG,monica_panjaitan.jpg,Partai NasDem,187634,8,MONICA PANJAITAN,Perempuan
JAKARTA UTARA,FOTO.jpg,Partai NasDem,66361,9,"AZHARI, S.H",Laki-Laki
KOTA BENGKULU,FOTO.jpg,Partai NasDem,9782,1,dr. ANARULITA MUCHTAR,Perempuan
KOTA BENGKULU,leni_haryati.jpg,Partai NasDem,139401,2,"HJ. LENI HARYATI JOHN LATIEF, SE, M.SI",Perempuan
BENGKULU TENGAH,michael.jpg,Partai NasDem,158626,3,"MICHAEL PUTRA FERLY, S.SY, MH",Laki-Laki
JAKARTA SELATAN,wismen.jpg,Partai NasDem,59314,4,"Ir. WISMEN A RAZAK, M.Si",Laki-Laki
JAKARTA SELATAN,1_Taufik_Basari.jpg,Partai NasDem,45362,1,"TAUFIK BASARI, S.H., S.Hum, LL.M",Laki-Laki
KOTA BANDAR LAMPUNG,2_Nurka_Cahya.jpg,Partai NasDem,82196,2,"NURKA CAHYANINGSIH, S.P., M.I.P",Perempuan
LAMPUNG SELATAN,3_Iswandi.jpg,Partai NasDem,80722,3,"ISWANDI, A.Md.",Laki-Laki
KOTA BANDAR LAMPUNG,Foto.jpeg,Partai NasDem,297869,4,"SUCI PEBRINA, S.I.P",Perempuan
KOTA BANDAR LAMPUNG,5_Fauzan_Syaie.jpg,Partai NasDem,100073,5,Drs. FAUZAN SYAIE,Laki-Laki
KOTA DEPOK,6_Dumoli_Simanjuntak.jpg,Partai NasDem,188149,6,"DUMOLI SIMANJUNTAK, SH",Laki-Laki
KOTA BANDAR LAMPUNG,7_Herlina_Ratna.jpg,Partai NasDem,164953,7,"HERLINA RATNA SN, SH., MH",Perempuan
BOGOR,PAS FOTO.jpg,Partai NasDem,116956,8,SEPTIAN WICAKSONO SUTOYO,Laki-Laki
KOTA BANDAR LAMPUNG,9_H_Surya.jpg,Partai NasDem,127718,9,H. SURYA M. YUS,Laki-Laki
KOTA BANDAR LAMPUNG,10_Irza_Dewi_Sartika.jpg,Partai NasDem,225970,10,"IRZA DEWI SARTIKA, S.Pi.,M.Si.",Perempuan
KOTA BANDAR LAMPUNG,1_Tamanuri.jpg,Partai NasDem,15658,1,"Drs. H. TAMANURI, M.M.",Laki-Laki
LAMPUNG TENGAH,2_Miswan_Rodi.jpg,Partai NasDem,81835,2,"H. MISWAN RODY, S.IP",Laki-Laki
KOTA BEKASI,3_Gladys.jpg,Partai NasDem,93980,3,"Dr. HJ. GLADYS DWIANI TINOVELLA TUBARAD, M.Pd.Ked.",Perempuan
KOTA METRO,4_Hendri_Susanto.jpg,Partai NasDem,146753,4,"HENDRI SUSANTO, SE",Laki-Laki
KOTA BANDAR LAMPUNG,5_Frans_Agung.jpg,Partai NasDem,24115,5,Dr. FRANS AGUNG MULA PUTRA,Laki-Laki
KOTA BANDAR LAMPUNG,6_Nurma_Ningsih.jpg,Partai NasDem,80752,6,Ir. NURMA NINGSIH,Perempuan
KOTA DEPOK,7_Ari_Widiatmoko.jpg,Partai NasDem,80797,7,"ARI WIDIATMOKO, SE",Laki-Laki
MESUJI,8_Dewi_Apriani.jpeg,Partai NasDem,170685,8,DEWI APRIYANTI,Perempuan
LAMPUNG TIMUR,9_Edi_Priyono.jpg,Partai NasDem,128505,9,EDY PRIYONO,Laki-Laki
JAKARTA SELATAN,10_Martua_Raja_Sihotang.jpg,Partai NasDem,153543,10,MARTUA RAJA SIHOTANG,Laki-Laki
KOTA BATAM,FOTO.jpg,Partai NasDem,15682,1,Drs. H. NYAT KADIR,Laki-Laki
KOTA TANJUNGPINANG,foto.jpg,Partai NasDem,94037,2,RINY FITRIANTI,Perempuan
KOTA BATAM,FOTO.jpg,Partai NasDem,27661,3,"DJASARMEN PURBA, S.H.",Laki-Laki
KOTA BATAM,Syarifah.jpg,Partai NasDem,57848,4,"SYARIFAH NORMAWATI, M.Pd.I.",Perempuan
KOTA TANGERANG SELATAN,FOTO.jpg,Partai NasDem,93184,1,MUHAMMAD FARHAN,Laki-Laki
JAKARTA SELATAN,FOTO.jpg,Partai NasDem,29224,2,"MOH. ARIEF S. SUDITOMO, S.H.,M.A",Laki-Laki
KOTA TANGERANG SELATAN,pas foto.jpg,Partai NasDem,138990,3,SKOLASTIKA CITRA KIRANA WULAN,Perempuan
KOTA BANDUNG,FOTO.jpg,Partai NasDem,154604,4,Drs. H.. ASRIL  DAS,Laki-Laki
KOTA BANDUNG,pas foto.jpg,Partai NasDem,112201,5,HENRY YUSUF,Laki-Laki
JAKARTA PUSAT,Pas Foto.jpg,Partai NasDem,103390,6,ADE IRMA ANGGRAENI,Perempuan
KOTA BALIKPAPAN,FOTO.jpg,Partai NasDem,190814,7,IMEL PUTRI CAHYATI,Perempuan
